number,year,title,domestic_box_office,production_budget,domestic_release_date,domestic_distributor,mpaa_rating,franchise,source,genre,production_method,creative_type,production_companies,production_countries,released_in_india_2nd_check,production_budget_bins,domestic_box_office_bins,director,genres_imdb_final,languages_imdb,id_imdb,genres_imdb_extended,distributor_us
3070,2016,Batman: The Killing Joke,3775000,0,,RADiUS-TWC,R,,Based on Comic/Graphic Novel,Action,Digital Animation,Super Hero,"Warner Animation Group,DC Comics",United States,no,no info,50k-50m,Sam Liu,"action,animation,crime",English,4853102,"Animation,Action,Crime,Drama,Sci-Fi,Thriller",others
3979,2017,The Belko Experiment,10166820,5000000,2017-03-17,BH Tilt,R,,Original Screenplay,Horror,Live Action,Contemporary Fiction,"Orion Pictures,Troll Court Entertainment,The Safran Company",United States,no,100k-25m,50k-50m,Greg McLean,"action,horror,thriller",English,1082807,"Action,Horror,Thriller",others
189,2013,Disconnect,1436862,0,2013-04-12,LD Entertainment,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"LD Entertainment,Wonderful Films",United States,no,no info,50k-50m,Henry Alex Rubin,"drama,thriller",English,1433811,"Drama,Thriller",others
1838,2015,Steve Jobs,17766658,30000000,2015-10-23,Universal,R,,Based on Factual Book/Article,Drama,Live Action,Dramatization,"Scott Rudin Productions,Entertainment 360,The Mark Gordon Company,Decibel Films,Cloud Eight  ",United States,yes,25m-50m,50k-50m,Danny Boyle,"biography,drama",English,2080374,"Biography,Drama",nbc_universal
3051,2016,Southside with You,6304223,0,2016-08-26,Roadside Attractions,PG-13,,Original Screenplay,Drama,Live Action,Dramatization,"IM Global,Miramax Films,Roadside Attractions",United States,no,no info,50k-50m,Richard Tanne,"biography,drama,history",English,4258698,"Biography,Drama,History,Romance",lionsgate
3078,2016,The Disappointments Room,2423467,15000000,2016-09-09,Relativity,R,,Based on Real Life Events,Horror,Live Action,Contemporary Fiction,"Rogue Pictures,Los Angeles Media Fund,Relativity Media,Media Talent Group,Demarest Films",United States,yes,100k-25m,50k-50m,D.J. Caruso,"drama,horror,thriller",English,2364897,"Drama,Horror,Thriller",others
4021,2017,Jeepers Creepers 3,2235162,0,,Weinstein Co.,Not Rated,Jeepers Creepers,Original Screenplay,Horror,Live Action,Contemporary Fiction,"American Zoetrope,Odyssey Media,The Cartel",United States,no,no info,50k-50m,Victor Salva,"horror,mystery",English,263488,"Horror,Mystery",others
1952,2015,The Overnight,1109808,200000,2015-06-19,The Orchard,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Gettin' Rad Productions,Duplass Brothers",United States,no,100k-25m,50k-50m,Patrick Brice,"comedy,mystery","English,French",3844362,"Comedy,Mystery",others
3902,2017,John Wick: Chapter Two,92029184,40000000,2017-02-10,Lionsgate,R,John Wick,Original Screenplay,Action,Live Action,Contemporary Fiction,"Thunder Road Film,Summit Entertainment,87Eleven Inc.",United States,yes,25m-50m,50m-100m,Chad Stahelski,"action,crime,thriller","English,Italian,Russian",4425200,"Action,Crime,Thriller",lionsgate
993,2014,Atlas Shrugged: Who Is John Galt?,851690,5000000,2014-09-12,Atlas Distribution,PG-13,Atlas Shrugged,Based on Fiction Book/Short Story,Drama,Live Action,Science Fiction,,United States,no,100k-25m,50k-50m,James Manera,"drama,mystery,sci-fi",English,2800038,"Drama,Mystery,Sci-Fi",others
3044,2016,Miss Sloane,3500605,18000000,2016-12-09,EuropaCorp,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"EuropaCorp,FilmNation Entertainment,Archery Pictures,France 2 Cinema,Canal Plus,Cine Plus,France Television","France,United States",yes,100k-25m,50k-50m,John Madden,"drama,thriller",English,4540710,"Drama,Thriller",others
3901,2017,The Hitman's Bodyguard,75468583,30000000,2017-08-18,Lionsgate,R,,Original Screenplay,Action,Live Action,Contemporary Fiction,"Millennium Films,Cristal Pictures,East Light Film,CG Films  ",United States,yes,25m-50m,50m-100m,Patrick Hughes,"action,comedy,thriller","English,Russian,French,Japanese,Italian,Dutch,Spanish",1959563,"Action,Comedy,Thriller",lionsgate
950,2014,Rosewater,3128941,10000000,2014-11-14,Open Road,R,,Based on Factual Book/Article,Drama,Live Action,Dramatization,Busboy,United States,no,100k-25m,50k-50m,Jon Stewart,"biography,drama",English,2752688,"Biography,Drama",others
932,2014,The Homesman,2429989,16000000,2014-11-14,Roadside Attractions,R,,Based on Fiction Book/Short Story,Western,Live Action,Historical Fiction,"EuropaCorp,Peter Brant,Javelina Film Co. ,Ithaca Films","France,United States",no,100k-25m,50k-50m,Tommy Lee Jones,"drama,western","English,Danish",2398231,"Drama,Western",lionsgate
1904,2015,By the Sea,538460,20000000,2015-11-13,Universal,R,,Original Screenplay,Drama,Live Action,Historical Fiction,Jolie Pas,United States,yes,100k-25m,50k-50m,Angelina Jolie Pitt,"drama,fantasy,mystery","English,French,Ukrainian",3707106,"Drama,Romance",nbc_universal
1799,2015,Paper Towns,32000304,12000000,2015-07-24,20th Century Fox,PG-13,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"Fox 2000 Pictures,Temple Hill Entertainment",United States,yes,100k-25m,50k-50m,Jake Schreier,"comedy,drama,mystery",English,3622592,"Comedy,Drama,Mystery,Romance",21st_century_fox
1909,2015,The End of the Tour,3002883,0,2015-07-31,A24,R,,Based on Factual Book/Article,Drama,Live Action,Dramatization,"Modern Man Films,Anonymous Content,Kilburn Media",United States,no,no info,50k-50m,James Ponsoldt,"biography,drama",English,3416744,"Biography,Drama",others
179,2013,Kill Your Darlings,1029949,0,2013-10-18,Sony Pictures Classics,R,,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Killer Films,Sunny-Field Entertainment,Benaroya Pictures",United States,yes,no info,50k-50m,John Krokidas,"biography,drama,romance",English,1311071,"Biography,Drama,Romance,Thriller",sony
3048,2016,20th Century Women,5664763,0,2016-01-20,A24,R,,Original Screenplay,Drama,Live Action,Historical Fiction,"Modern People,A24,Annapurna Pictures,Archer Gray Productions",United States,no,no info,50k-50m,Mike Mills,"comedy,drama",English,4385888,"Comedy,Drama",others
925,2014,Labor Day,13371528,18000000,2014-01-31,Paramount Pictures,PG-13,,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,"Right of Way Films,Mr. Mudd",United States,yes,100k-25m,50k-50m,Jason Reitman,"drama,romance",English,1967545,"Drama,Romance",viacom
175,2013,Short Term 12,1013100,0,2013-08-23,Cinedigm,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction,Cinedigm,United States,no,no info,50k-50m,Destin Daniel Cretton,drama,English,2370248,Drama,others
5341,2018,Breaking In,46383120,6000000,2018-05-11,Universal,PG-13,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Will Packer Productions,Practical Pictures,Universal Pictures,Dentsu Inc.,Fuji Television Network",United States,no,100k-25m,50k-50m,James McTeigue,"action,crime,drama",English,7137846,"Action,Crime,Drama,Thriller",nbc_universal
3005,2016,The Founder,12786053,15000000,2016-01-20,Weinstein Co.,PG-13,,Based on Real Life Events,Drama,Live Action,Dramatization,"FilmNation Entertainment,The Combine,Weinstein Company,Faliro House Productions",United States,yes,100k-25m,50k-50m,John Lee Hancock,"biography,drama,history","English,Yiddish",4276820,"Biography,Drama,History",others
186,2013,To the Wonder,584563,0,2013-04-12,Magnolia Pictures,R,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Magnolia Pictures,Redbud Pictures",United States,no,no info,50k-50m,Terrence Malick,"drama,romance","English,French,Spanish,Italian,Sign Languages,Russian",1595656,"Drama,Romance",others
2969,2016,Tyler Perry's Boo! A Madea Halloween,73206343,20000000,2016-10-21,Lionsgate,PG-13,Madea,Based on Play,Comedy,Live Action,Contemporary Fiction,"Lionsgate,Tyler Perry Studios",United States,yes,100k-25m,50m-100m,Tyler Perry,"comedy,horror",English,5325452,"Comedy,Horror",lionsgate
3975,2017,"Roman J. Israel, Esq.",11962712,22000000,2017-11-22,Sony Pictures,PG-13,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Columbia Pictures,Macro Media,Topic   ,Cross Creek Pictures,Bron Creative,Image Nation,Escape Artists",United States,yes,100k-25m,50k-50m,Dan Gilroy,"crime,drama","English,Spanish,Armenian",6000478,"Crime,Drama",sony
2925,2016,Bridget Jones's Baby,24139805,35000000,2016-09-16,Universal,R,Bridget Jones,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Contemporary Fiction,"Perfect World Pictures,Universal Pictures,Miramax Films,StudioCanal,Working Title Films","United Kingdom,United States",yes,25m-50m,50k-50m,Sharon Maguire,"comedy,drama,romance","English,Italian",1473832,"Comedy,Drama,Romance",nbc_universal
35,2013,Disney Planes,90282580,50000000,2013-08-09,Walt Disney,PG,Planes,Original Screenplay,Adventure,Digital Animation,Kids Fiction,DisneyToon Studios,United States,yes,50m-75m,50m-100m,Klay Hall,"adventure,animation,comedy","English,Spanish",1691917,"Animation,Adventure,Comedy,Family",disney
1748,2015,The Revenant,183637894,135000000,2015-01-08,20th Century Fox,R,,Based on Fiction Book/Short Story,Adventure,Live Action,Dramatization,"RatPac Entertainment,Anonymous Content,M. Productions,Appian Way,Regency Enterprises,New Regency",United States,yes,125m-150m,150m-200m,Alejandro Gonzalez Inarritu,"action,adventure,drama","English,Pawnee,French",1663202,"Action,Adventure,Biography,Drama,Western",21st_century_fox
54,2013,Ender's Game,61737191,110000000,2013-11-01,Lionsgate,PG-13,,Based on Fiction Book/Short Story,Adventure,Live Action,Science Fiction,"Summit Entertainment,OddLot Entertainment,Chartoff Productions, Inc.,Taleswapper,K/O Paper Products,Digital Domain",United States,yes,100m-125m,50m-100m,Gavin Hood,"action,adventure,fantasy",English,1731141,"Action,Adventure,Fantasy,Sci-Fi",lionsgate
1918,2015,Sleeping with Other People,814775,0,2015-09-11,IFC Films,R,,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,Gloria Sanchez,United States,yes,no info,50k-50m,Leslye Headland,"comedy,drama,romance",English,3165612,"Comedy,Drama,Romance",others
3955,2017,The Disaster Artist,21120616,0,2017-12-08,A24,R,,Based on Factual Book/Article,Comedy,Live Action,Dramatization,"Good Universe,Point Grey,New Line Cinema,Rabbit Bandini Productions",United States,yes,no info,50k-50m,James Franco,"biography,comedy,drama",English,3521126,"Biography,Comedy,Drama",others
3937,2017,Phantom Thread,21023275,0,2017-01-19,Focus Features,R,,Original Screenplay,Drama,Live Action,Historical Fiction,"Annapurna Pictures,Ghoulardi Film Company,Focus Features,Perfect World Pictures",United States,yes,no info,50k-50m,Paul Thomas Anderson,"drama,romance","English,French",5776858,"Drama,Romance",nbc_universal
168,2013,Home Run,2859955,1200000,2013-04-19,Samuel Goldwyn Films,PG-13,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Impact Productions,Hero Productions",United States,no,100k-25m,50k-50m,David Boyd,"drama,sport",English,2051894,"Drama,Sport",others
96,2013,Tyler Perry's Temptation,51975354,0,2013-03-29,Lionsgate,PG-13,,Based on Play,Drama,Live Action,Contemporary Fiction,"Lionsgate,TPS Company",United States,no,no info,50m-100m,Tyler Perry,"drama,thriller",English,2070862,"Drama,Thriller",lionsgate
1874,2015,Trumbo,7857741,0,2015-11-06,Bleecker Street,R,,Based on Real Life Events,Drama,Live Action,Dramatization,"Bleecker Street ,Shivhans Pictures,Groundswell Productions",United States,yes,no info,50k-50m,Jay Roach,"biography,drama",English,3203606,"Biography,Drama",others
80,2013,The Book Thief,21488481,19000000,2013-11-29,20th Century Fox,PG-13,,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,"Fox 2000 Pictures,Sunswept Entertainment,TSG Entertainment,Blair Partnership,Studio Babelsberg",United States,yes,100k-25m,50k-50m,Brian Percival,"drama,war","English,German",816442,"Drama,War",21st_century_fox
3046,2016,The Young Messiah,6469813,16800000,2016-03-11,Focus Features,PG-13,,Based on Comic/Graphic Novel,Drama,Live Action,Dramatization,"Focus Features,Ocean Blue Entertainment,1492 Pictures,CJ Entertainment",United States,no,100k-25m,50k-50m,Cyrus Nowrasteh,"drama,fantasy",English,1002563,"Drama,Fantasy",nbc_universal
91,2013,Dallas Buyers Club,27298285,5000000,2013-11-01,Focus Features,R,,Based on Real Life Events,Drama,Live Action,Dramatization,"Focus Features,Truth Entertainment,Voltage Pictures,R2 Films,Evolution Independent",United States,yes,100k-25m,50k-50m,Jean-Marc Vallee,"biography,drama","English,Japanese",790636,"Biography,Drama",nbc_universal
1975,2015,Once I Was a Beehive,731549,0,2015-08-14,Purdie Distribution,PG,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Thrillion Dollar Movie,Escapology",United States,no,no info,50k-50m,Maclain Nelson,"comedy,drama,family",English,4002772,"Comedy,Drama,Family",others
163,2013,In a World...,2963271,0,2013-08-09,Roadside Attractions,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,3311 Productions,United States,no,no info,50k-50m,Lake Bell,comedy,English,2294677,Comedy,lionsgate
1867,2015,Woodlawn,14394097,13000000,2015-10-16,Pure Flix Entertainment,PG,,Based on Real Life Events,Drama,Live Action,Dramatization,"Pure Flix,Provident Films",United States,no,100k-25m,50k-50m,"The Erwin Brothers,The Erwin Brothers","drama,sport",English,4183692,"Drama,Sport",others
968,2014,"Men, Women and Children",705908,16000000,2014-10-01,Paramount Pictures,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,Right of Way Films,United States,no,100k-25m,50k-50m,Jason Reitman,"comedy,drama",English,3179568,"Comedy,Drama",viacom
1762,2015,Alvin and the Chipmunks: The Road Chip,85886987,90000000,2015-12-18,20th Century Fox,PG,Alvin and the Chipmunks,Based on TV,Adventure,Animation/Live Action,Kids Fiction,"Fox 2000 Pictures,Bagdasarian Company,Regency Enterprises",United States,yes,75m-100m,50m-100m,Walt Becker,"adventure,animation,comedy","English,Spanish",2974918,"Animation,Adventure,Comedy,Family,Fantasy,Music",21st_century_fox
5345,2018,First Reformed,3448256,0,2018-05-18,A24,R,,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,"Killer Films,Arclight Films,Omeira Studio Partners,Fibonacci Films,Big Indie Pictures",United States,no,no info,50k-50m,Paul Schrader,"drama,thriller",English,6053438,"Drama,Thriller",others
5348,2018,The Seagull,1252960,0,2018-05-11,Sony Pictures Classics,PG-13,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"KGB Media,Mar-Key Pictures",United States,no,no info,50k-50m,Michael Mayer,drama,English,4682136,Drama,sony
1886,2015,Learning to Drive,3447633,0,2015-08-21,Broad Green Pictures,R,,Based on Factual Book/Article,Drama,Live Action,Dramatization,Broad Green Pictures,United States,no,no info,50k-50m,Isabel Coixet,"comedy,drama,romance","English,French",3062976,"Comedy,Drama,Romance",others
5437,2018,Leave No Trace,6006337,0,2018-06-29,Bleecker Street,PG,,Original Screenplay,Drama,Live Action,Contemporary Fiction,"Bron Studios,Harrison Productions,Reisman Productions,Still Rolling Productions,Bleecker Street ,Topic   ",United States,no,no info,50k-50m,Debra Granik,drama,English,3892172,Drama,others
97,2013,Tyler Perry's A Madea Christmas,52543354,25000000,2013-12-13,Lionsgate,PG-13,Madea,Based on Play,Comedy,Live Action,Contemporary Fiction,"Lionsgate,Tyler Perry Studios",United States,no,25m-50m,50m-100m,Tyler Perry,"comedy,drama",English,2609758,"Comedy,Drama",lionsgate
2995,2016,Nocturnal Animals,10663357,22500000,2016-12-09,Focus Features,R,,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"Focus Features,Fade to Black Productions",United States,yes,100k-25m,50k-50m,Tom Ford,"crime,drama,romance",English,4550098,"Crime,Drama,Romance,Thriller",nbc_universal
1821,2015,Concussion,34531832,35000000,2015-12-25,Sony Pictures,PG-13,,Based on Factual Book/Article,Drama,Live Action,Contemporary Fiction,"Columbia Pictures,LStar Capital,Village Roadshow Productions,Scott Free Films,Shuman Company,Cara Films,Cantillon Company",United States,yes,25m-50m,50k-50m,Peter Landesman,"biography,drama,sport",English,3322364,"Biography,Drama,Sport",sony
5342,2018,Show Dogs,17744685,0,2018-05-18,Global Road,PG,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Global Road Entertainment,Riverstone Pictures,Wales Screen,Lipsync Productions,Deepak Nayar,Kintop Pictures,Alive Entertainment",United States,no,no info,50k-50m,Raja Gosnell,"adventure,comedy,family",English,5691024,"Adventure,Comedy,Family",others
1985,2015,Welcome to Me,625727,0,2015-05-01,Alchemy,R,,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Bron Studios,Gary Sanchez Productions,Media House Capital",United States,no,no info,50k-50m,Shira Piven,"comedy,drama",English,2788716,"Comedy,Drama",others
3933,2017,Molly's Game,28780744,0,2017-01-05,STX Entertainment,R,,Based on Factual Book/Article,Drama,Live Action,Dramatization,"Entertainment One,Pascal Pictures,The Mark Gordon Company",United States,yes,no info,50k-50m,Aaron Sorkin,"biography,crime,drama",English,4209788,"Biography,Crime,Drama",others
1941,2015,The Letters,1647416,0,2015-12-04,Freestyle Releasing,PG,,Based on Real Life Events,Drama,Live Action,Dramatization,"CinemaWest,Riead Productions Corporation",United States,no,no info,50k-50m,William Riead,drama,English,1445208,Drama,others
836,2014,Ride Along,134202565,25000000,2014-01-17,Universal,PG-13,Ride Along,Original Screenplay,Comedy,Live Action,Contemporary Fiction,"Cube Vision,Rainforest Films,Relativity Media",United States,no,25m-50m,100m-150m,Tim Story,"action,comedy,crime","English,Ukrainian",1408253,"Action,Comedy,Crime",nbc_universal
